input,output
"Per a Research report, the U.S. handheld narcotics analyzer market was valued at $254.8 million in 2024 and is expected to grow at a compound annual rate of 3.8% through 2033. The growth is driven by the rising drug abuse concerns, strict law enforcement demands, and the rapid adoption of drug detection technologies in customs and healthcare sectors.","risk_communication: 0
unrelated_risks: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"In the new study published in BMJ Open, researchers looked at data from over 340,000 adults aged 50 and older in the United States.
They compared people diagnosed with Alzheimer's disease to those without it, matching them by age, sex, and location to reduce bias. They found that people with a recorded HSV-1 diagnosis had an 80% higher relative risk of developing Alzheimer's.
However, the actual number of people with a known HSV-1 diagnosis in both groups was very low -- less than half a percent -- so the absolute risk remains small.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 0,05%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,8
absolute_number_difference: null
verbal_descriptor_base: number of people is very low so the absolute risk remains small
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people 50 or older  with HSV-1 diagnosis
reference_class_description_new: people 50 or older without HSV-1 diagnosis
source_base: the new study published by BMJ Open
source_new: the new study published by BMJ Open"
" LendingTree reports that 76% of consumers who asked for lower interest rates on their credit cards in the past year received them, yet relatively few make the request.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 76%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: consumers who asked for lower interest rates on their credit cards
reference_class_description_new: null
source_base: LendingTree
source_new: null"
"MGI introduced the DNBelab C-YellowR 16, making its global debut, which enables the parallel processing of up to 16 single-cell samples, reducing hands-on time by up to 90% while maintaining high reproducibility and precision.","risk_communication: 0
unrelated_risks: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"Now, under Mayor Justin Bibb, we confront the sobering revelation that despite a 2019 lead-safe law requiring rental property certification, the crisis persists unabated. In fact, child lead poisoning cases increased by 5.5% between 2022 and 2023.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,055
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: children in 2022
reference_class_description_new: children in 2023
source_base: null
source_new: null"
" While progress has been made in understanding and managing the disease, SCD still represents a significant global health challenge, with projections indicating a concerning rise in affected newborns from 305,800 in 2010 to an estimated 404,200 by 2050. ","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 305800
absolute_number_new: 404200.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: concerning rise
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: newborns
reference_class_description_new: newborns
source_base: null
source_new: null"
"The report suggests that one in four American men under 35 feel more isolated than their peers in other countries -- including France, Canada, Ireland and Spain. This demographic is also one of the loneliest of all in the US, with 25% of men in this age group saying they felt lonely a lot of the previous day -- significantly higher than the national average of 18% and the total for young women (also 18%).","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 25%
absolute_risk_new: 18%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: significantly higher
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: American men under 35
reference_class_description_new: US population
source_base: the report
source_new: the report"
"AMD is to blame for nearly half of the cases of blindness in people older than 40 years. In 2019, an estimated 20 million people older than 40 years in the United States, or about 12.4% of the population, had AMD, of whom 1.5 million had late stages of the condition, when vision loss typically occurs.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 12,40%
absolute_risk_new: null
absolute_number_base: 20000000
absolute_number_new: 1500000.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people older than 40 years in the United States
reference_class_description_new: people older than 40 years in the United States
source_base: null
source_new: null"
"In 2023, the Longitudinal Aging Study in India (LASI) and LASI-Diagnostic Assessment for Dementia reported that the prevalence of dementia in India among individuals aged 60 and older was 7.4%, with higher rates in women and rural regions. The study estimated that by 2036, the number of cases would quadruple, touching 1.7 crore.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 7,40%
absolute_risk_new: null
absolute_number_base: 17000000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 4
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: number of cases would quadruple
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: individuals aged 60 and older in India
reference_class_description_new: individuals aged 60 and older in India
source_base: the Longitudinal Aging Study in India (LASI) and LASI-Diagnostic Assessment for Dementia
source_new: the Longitudinal Aging Study in India (LASI) and LASI-Diagnostic Assessment for Dementia"
"Among patients who are treated for the deadliest heart attacks, up to 1 in 10 go into cardiogenic shock, meaning their organs do not get enough blood and begin to fail.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 1/10
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patients who are treated for the deadliest heart attacks
reference_class_description_new: null
source_base: null
source_new: null"
"In recent years, the microaxial flow pump has gained popularity as a treatment for STEMI-related cardiogenic shock, particularly considering data published in The New England Journal of Medicine in 2024 which showed that the heart pump treatment reduced mortality by over 26%.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0,74
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced by over 26%
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people treatet for STEMI-related cardiogenic shock
reference_class_description_new: people treatet for STEMI-related cardiogenic shock
source_base: The New England Journal of Medicine in 2024
source_new: The New England Journal of Medicine in 2024"
Researchers are making progress in improving AI therapy services. Patients suffering from depression experienced an average 51% reduction in symptoms after participating in Dartmouth's Therabot experiment.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0,49
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: therapy patients suffering from depression
reference_class_description_new: therapy patients suffering from depression after participating in Dartmouth's Therabot experiment
source_base: null
source_new: null"
"Researchers are making progress in improving AI therapy services. Patients suffering from depression experienced an average 51% reduction in symptoms after participating in Dartmouth's Therabot experiment. For those suffering from anxiety, there was an average 31% drop in symptoms.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0,69
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: therapy patients suffering from anxiety
reference_class_description_new: therapy patients suffering from anxiety after participating in Dartmouth's Therabot experiment
source_base: null
source_new: null"
"Researchers are making progress in improving AI therapy services. Patients suffering from depression experienced an average 51% reduction in symptoms after participating in Dartmouth's Therabot experiment. For those suffering from anxiety, there was an average 31% drop in symptoms. The patients suffering from eating disorders showed the lowest reduction in symptoms but still averaged 19% better off than before they used Therabot.","risk_communication: 1
unrelated_risks: 1.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"In 2019, overweight and obesity accounted for 11.1% of deaths from chronic non-communicable diseases in China, nearly doubling from 5.7% in 1990[2].","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 5,70%
absolute_risk_new: 11,10%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly doubling
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: deaths from chronic non-communicable deseases in China
reference_class_description_new: deaths from chronic non-communicable deseases in China
source_base: null
source_new: null"
"They find that young adults ages 19 to 25 were more likely to stop filling prescriptions for these chronic disease medications if they lived in states that had the biggest drops in adult Medicaid enrollment, compared with those living in states with the smallest drops.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more likely
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: adults aged 19 to 25 living in states that had the smallest drops in adult Medicaid enrollment
source_base: They
source_new: They"
"The latest data (from 2018-2021) shows that 40% of melanomas in men were diagnosed on the torso - equivalent to around 3,700 cases every year.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 40%
absolute_risk_new: null
absolute_number_base: 3700
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: men with melamomas
reference_class_description_new: null
source_base: null
source_new: null"
"Molecules in blood and urine may reveal how much energy a person consumes from ultraprocessed foods, a key step to understanding the impact of the products that make up nearly 60% of the American diet, a new study finds","risk_communication: 0
unrelated_risks: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"The results of what Singh described as changes in everyday clinical practice, which also include shifting to longer-acting rather than short-acting medications and careful parsing of anxiety vs. post traumatic stress disorder, come as the United States reported a nearly 27% reduction in drug overdose deaths from 2023 to 2024.
Based on provisional data released by the Centers for Disease Control and Prevention, the decrease -- from 110,000 deaths in 2023 to 80,000 in 2024 -- is the largest one-year drop ever recorded.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 110000
absolute_number_new: 80000.0
absolute_risk_difference: null
relative_risk: 0,73
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly 27% reduction 
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people in United States
reference_class_description_new: people in United States
source_base: provisional data released by the Centers for Disease Control and Prevention
source_new: provisional data released by the Centers for Disease Control and Prevention"
"A 2017 study published in JAMA Internal Medicine found women who consume more than two servings of high-pesticide fruits or vegetables - which include strawberries, grapes and kale - each day were 18 percent less likely to become pregnant and 26 percent less likely to have a live birth than women with the lowest exposure.","risk_communication: 1
unrelated_risks: 1.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"The National Health Insurance Scheme established in 2005 was replaced by the NHIA in 2022.
Despite the name change, available data show that less than 20 million Nigerians are covered in the health insurance scheme in a country with a population of over 200 million people.
According to the NHIA, only 19.2 million citizens have enrolled in health insurance schemes since 2005.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 20000000.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: 19200000
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: only
reference_class_size_base: null
reference_class_size_new: 200000000
reference_class_description_base: Nigerians
reference_class_description_new: Nigerians
source_base: available data
source_new: available data"
"In proposing to lift regulations on power plants, the EPA points to the fact that the U.S. share of global power sector emissions represented about 3% of worldwide greenhouse gases in 2022, down from 5.5% in 2005. So, it argued, even if U.S. power plants erased all their greenhouse gases from the power sector, the risk to public health would not be ""meaningfully"" improved.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 5,50%
absolute_risk_new: 3%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: down
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: worldwide greenhouse gases
reference_class_description_new: worldwide greenhouse gases
source_base: null
source_new: null"
"In a survey conducted by Gallup and Meta between 2022 and 2023 in 142 countries, they found that approximately one in four young people below the age of 30 reported feeling fairly lonely or very lonely.
Perhaps surprisingly, that same survey found older adults aged 65 and above reported feeling lonely at a much lower rate - 10% lower.
","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 1/4
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0,9
absolute_number_difference: null
verbal_descriptor_base: approximately one in four
verbal_descriptor_new: much lower rate
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: young people below the age of 30
reference_class_description_new: older adults aged 65 and above
source_base: a survey conducted by Gallup and Meta between 2022 and 2023 in 142 countries
source_new: a survey conducted by Gallup and Meta between 2022 and 2023 in 142 countries"
"Within Malaysia, the Health Ministry's National Health and Morbidity Survey 2022 also pointed to a rising trend in loneliness among secondary school students, rising sharply from 8.1% to 16.2% within 10 years.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 8,10%
absolute_risk_new: 16,20%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: rising sharply
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: secondary school students
reference_class_description_new: secondary school students
source_base: the Health Ministry's National Health and Morbidity Survey 2022
source_new: the Health Ministry's National Health and Morbidity Survey 2022"
"Shocking new data revealed that the Serpentine Lido in Hyde Park, London, saw a 1,188% rise in faecal contamination and spike in E.coli levels last year, a strain of bacteria that can cause diarrhoea, fever, stomach cramps and, in the most extreme cases, kidney failure. The Lido recorded an E.coli contamination count of 45 in 2023, rising to 580 in 2024 amid wider concerns about the polluted state of the UK's waterways.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 45
absolute_number_new: 580.0
absolute_risk_difference: null
relative_risk: 1,01188
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Hyde Park contamination samples
reference_class_description_new: Hyde Park contamination samples
source_base: shocking new data
source_new: schocking new data"
"The latest UK Government data shows 101 people died with Covid-19 on their death certificate in the week up to May 2, a rise of 65% from the previous week.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 101
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,65
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who died with Covid-19 in the UK the previous week
reference_class_description_new: people who died with Covid-19 in the UK the week up to May 2
source_base: the latest UK Government data
source_new: the latest UK Government data"
"The World Health Organization (WHO) has added a new COVID-19 variant, known as NB.1.8.1, to its list of variants under monitoring. The variant is spreading widely, but experts say it does not currently pose a major public health risk. It was first detected in January and has now been found in 22 countries. Over the past month the number of cases linked to it has grown rapidly - rising from just 2.5% to more than 10% of reported global cases. Most of the increase has been seen in the Western Pacific, the Americas, and Europe.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 2,50%
absolute_risk_new: 10%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: mor than 10%
verbal_descriptor_change: grown rapidly
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: reported global COVID cases
reference_class_description_new: reported global COVID cases
source_base: null
source_new: null"
"Before the conflict erupted in 2011, Syria produced about 400,000 barrels of oil a day, nearly half of which was exported, according to the Alma Research and Education Center.
Since then, oil and gas output has plunged by more than 80 percent, as fields, refineries and pipelines were destroyed or seized by warring factions, according to World Bank data.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 400000
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0,2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: by more than 80 percent
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: oil and gas output of Syria
reference_class_description_new: oil and gas output of Syria
source_base: Alma Research and Education Center
source_new: World Bank data"
"According to CDC data, the highest rate of COVID-19 deaths is currently 4.66 per 100,000 in people 75 years of age and older.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 4,66/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people 75 years of age and older
reference_class_description_new: null
source_base: CDC data
source_new: null"
"Despite a population exceeding 200 million, Nigeria has fewer than 150 psychiatrists, and less than 10% of those with mental health conditions receive the care they need.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 150
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: 200000000
reference_class_size_new: null
reference_class_description_base: Nigerias Population
reference_class_description_new: null
source_base: null
source_new: null"
"MedPage Today's reluctant confirmation of the mumps vaccine's flaws sparked debate over why it's taken decades for the truth to surface. Pro-vaccine advocates like Offit minimize concerns, citing reduced historical mumps cases (from ~150,000 in 1968 to ~1,000 in 2024) to argue ""mumps has dramatically reduced... by about 99%."" But critics counter that lower incidence may reflect waning public trust in vaccines and shifting priorities, not inherent efficacy.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 150000
absolute_number_new: 1000.0
absolute_risk_difference: null
relative_risk: 0,01
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: dramatically reduced by about 99%
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: population
reference_class_description_new: population
source_base: null
source_new: null"
"The main areas of serotonin research provide no consistent evidence of there being an association between serotonin and depression, and no support for the hypothesis that depression is caused by lowered serotonin activity or concentrations. Some evidence was consistent with the possibility that long-term antidepressant use reduces serotonin concentration....","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduces
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people that take long-term antidepressants
reference_class_description_new: null
source_base: some evidence
source_new: some evidence"
"Purchases of zero-emission vehicles grew fastest, to $157 billion, nearly double pre-Inflation Reduction Act investment, according to the study.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 157000000000.0
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: zero emission vehicles
reference_class_description_new: zero emission vehicles
source_base: the study
source_new: the study"
"According to the American Academy of Dermatology, melanoma remains one of the leading cancers affecting young adults. Yet a recent study found that only 37% of Gen Z regularly wear sunscreen -- a troubling figure in sun-soaked states like Florida.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 37%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: only
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Gen Z
reference_class_description_new: null
source_base: a recent study
source_new: null"
"The majority of the participants, regardless of whether they were taking Zepbound or Wegovy, experienced at least one gastrointestinal side effect, such as , diarrhea, , or vomiting. Side effects were slightly more common in the Wegovy group -- 5.6% of people on Wegovy dropped out of the study early, as compared to 2.7% of people taking Zepbound.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 2,70%
absolute_risk_new: 5,60%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: slightly more common
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who took Zepbound
reference_class_description_new: people who took Wegovy
source_base: the study
source_new: the study"
"Hypothyroidism, an underactive thyroid, is notably common in India. The prevalence is significantly higher in women, at 11.4%, almost double the 6.2% found in men. This considerable difference between genders is primarily linked to women's unique hormonal shifts, particularly during key life stages such as pregnancy and menopause.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 11,40%
absolute_risk_new: 6,20%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: almost double 
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: woman in India
reference_class_description_new: men in India
source_base: null
source_new: null"
"The study Ayers led pointed to one such correlation: a substantial increase in gambling addiction. The findings, published in JAMA Internal Medicine, showed a 23% jump in online searches seeking help for gambling problems in the 6 years since the 2018 ruling. Approximately 6.5 million to 7.3 million searches occurred during that time.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 6500000
absolute_number_new: 7300000.0
absolute_risk_difference: null
relative_risk: 1,23
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change:  
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: online searches seeking help for gambling problems
reference_class_description_new: online searches seeking help for gambling problems
source_base: JAMA Internal Medicine
source_new: JAMA Internal Medicine"
"By examining census data alongside records on Medicaid enrollment, income taxes, disability and mortality across 37 million Americans, researchers found that someone enrolled in Medicaid under the expansion was 21% less likely to die than someone whose state didn't adopt the expansion.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0,79
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Americans enrolled in Medicaid
reference_class_description_new: Americans not enrolled in Medicaid
source_base: census data
source_new: census data"
"Globally, the trend is echoed by a 28% week-on-week rise in Covid-19 cases in Singapore as of early May.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,28
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people in Singapore
reference_class_description_new: people in Singapore
source_base: null
source_new: null"
"In Hong Kong, the test positivity rate has more than doubled over the past month, jumping from 6.21% to 13.66%.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 6,21%
absolute_risk_new: 13,66%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more than doubled
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people in Hong Kong 
reference_class_description_new: people in Hong Kong
source_base: null
source_new: null"
"The findings, based on an analysis of national mortality data from 1990 to 2021, reveal a troubling rise in alcohol-attributable cancer deaths, increasing from 11,896 in 1990 to 23,207 in 2021.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 11896
absolute_number_new: 23207.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: troubling rise
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: eople who died of alcohol-attributable cancer in 1990
reference_class_description_new: people who died of alcohol-attributable cancer in 2021
source_base: an analysis of national mortality data from 1990 to 2021
source_new: an analysis of national mortality data from 1990 to 2021"
"According to the findings, alcohol-attributable cancer deaths rose by 70.2% among men during the 31-year study period.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,702
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: men with alcohol-attributable cancer
reference_class_description_new: men with alcohol-attributable cancer
source_base: null
source_new: null"
"According to the findings, alcohol-attributable cancer deaths rose by 70.2% among men and 15.2% among women during the 31-year study period. Experts suggest this gender disparity may stem from both behavioral and biological differences.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,152
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: woman
reference_class_description_new: woman
source_base: null
source_new: null"
