input,output
"In the study, 166 people who had received a third dose of Pfizer (following Pfizer or AstraZeneca initial doses in June 2021) were randomised to receive either full dose Pfizer or half dose Moderna as a fourth dose.","risk_communication: 0
unrelated_risks: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"In the period when the research was done, the chance of having a new diagnosis of a neuropsychiatric condition was higher for people who had been hospitalised either for Covid-19 or for some other serious respiratory disease, than for the general public","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: was higher
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: general public
reference_class_description_new: people who had been hospitalised either for Covid-19 or for some other serious respiratory disease
source_base: null
source_new: null"
It adds to a large body of evidence showing that COVID-19 is associated with an increased risk of neuropsychiatric diagnoses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people with prior COVID-19 infection
source_base: null
source_new: null"
A study today from the Netherlands exploring binding and neutralising antibody titres following use of various COVID vaccines in the healthcare workforce at the same institution demonstrates once more that antibody titres following the viral vector vaccines tend to be lower than following mRNA vaccines,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: trend to be lower
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: healthcare workers vaccinated with mRNA COVID vaccines
reference_class_description_new: healthcare workers vaccinated with viral vector vaccines
source_base: study from the Netherlands
source_new: study from the Netherlands"
The second observation suggests that the antiviral effect of viral vector vaccines vs virus variants may also be lower than following vaccination with mRNA vaccines has also been suggested by other groups,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: may also be lower
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people vaccinated with mRNA vaccines against virus variants
reference_class_description_new: people vaccinated with mRNA vaccines against virus variants
source_base: null
source_new: null"
In another study (Reissland et al 2018) we found that fetuses in the third trimester reacted differentially to sound and light stimulation depending on maternal mental health status with a 20% increase in fetal eyeblink for each unit increase in anxiety score indicating that fetuses are affected differentially by maternal anxiety ,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1.2
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: fetuses in the third trimester whose mothers have lower anxiety scores
reference_class_description_new: fetuses in the third trimester whose mothers have one unit increase in anxiety score
source_base: study (Reissland et al 2018)
source_new: study (Reissland et al 2018)"
"In a randomized controlled trial of 4,800 patients with type 2 diabetes, 122 participants out of 2400 in the placebo group experienced a major cardiovascular event within 24 months. In contrast, only 67 participants out of 2400 receiving the new GLP-1 receptor agonist had such an event over the same period.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 122.0
absolute_number_new: 67.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: inevitably climb 
reference_class_size_base: 2400.0
reference_class_size_new: 2400.0
reference_class_description_base: patients with type 2 diabetes in the placebo group over 24 months
reference_class_description_new: patients with type 2 diabetes receiving the GLP-1 agonist over 24 months
source_base: null
source_new: null"
"Prospective studies in China, Denmark, and Norway have all demonstrated the percentage of people who experience any residual symptoms (irrespective of how minor) to be significantly higher than our figures","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: significantly higher
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people in our cohort reporting any residual symptons
reference_class_description_new: people in China, Denmark and Norway reporting any residual symptoms
source_base: our figures
source_new: Prospective studies in China, Denmark and Norway"
The ONS has already demonstrated that the likelihood of developing long COVID in a fully vaccinated population are reduced by about 40% compared to an unvaccinated population,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced by about 40%
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated people in the population
reference_class_description_new: fully vaccinated people in the population 
source_base: ONS
source_new: ONS"
"As previously reported, a single intramuscular (IM) injection of 600mg Evusheld reduced the need for hospitalisation/death due to COVID by at least 50% ","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced by at least 50%
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people not treated with Evusheld before COVID
reference_class_description_new: people who received a single IM injection of Evusheld before Covid infection
source_base: null
source_new: null"
"We also are given no information about the age at which diagnoses were made. The reports of disorders of motor function are more plausible at this young age: These affected 99/7550 (1.3%) of non-Covid cases, and 6/222 (2.7%) of Covid cases.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 1,30%
absolute_risk_new: 2,70%
absolute_number_base: 99.0
absolute_number_new: 6.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: 7550.0
reference_class_size_new: 222.0
reference_class_description_base: non-Covid cases
reference_class_description_new: people of young age with no covid 
source_base: people of young age with covid 
source_new: null"
It is worth noting that 97% of infants with no Covid exposure vs 94% of those with Covid exposure received no neurodevelopmental diagnosis. ,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 97%
absolute_risk_new: 94%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants with no Covid exposure
reference_class_description_new: infants with Covid exposure
source_base: null
source_new: null"
"According to the CDC, people who received the seasonal flu vaccine were around 60% less likely to be hospitalized for influenza-related complications compared to unvaccinated individuals.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.4
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated individuals 
reference_class_description_new: people who received the seasonal flu vaccine
source_base: CDC
source_new: CDC"
"In 2022, hospitals across Germany documented a total of 12,843 cases in which patients experienced severe allergic reactions after taking prescribed medication.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 12843.0
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patients after taking prescribed medication in hosptials in Germany in 2022
reference_class_description_new: null
source_base: null
source_new: null"
"In a group of 1,000 people like those in the study, who were first infected during the Delta period, and had had their most recent vaccination more than 3 months ago, about 125 would have reported symptoms going on for four or more weeks.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 125.0
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: 1000.0
reference_class_description_base: people infected during the Delta period whose most recent vaccination was more than 3 months ago
reference_class_description_new: null
source_base: null
source_new: null"
Children have a lower risk of severe acute COVID-19 than adults.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower risk
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: children
reference_class_description_new: adults
source_base: null
source_new: null"
"Estimates show that the rate of Long Covid disease may be as high as 43% globally, resulting in an estimated 3.1% of the UK population experiencing persistent symptoms following SARS-CoV-2 infection, as reported by the ONS","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 43%
absolute_risk_new: 3,10%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Long Covid disease globally
reference_class_description_new: UK population experiencing persistent symptoms following SARS-CoV-2 infection
source_base: recent studies
source_new: ONS"
"In February, Prof Selina Kikkenborg Berg and colleagues reported on the rate of persistent symptoms in children aged 15-18 in Denmark, finding that children with confirmed SARS-CoV-2 infections were nearly 5% more likely to report at least one persistent symptom lasting 2 months or more","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly 5% more likely 
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: children aged 15-18 in Denmark without confirmed SARS-CoV-2 infection
reference_class_description_new: children aged 15-18 in Denmark with confirmed SARS-CoV-2 infection
source_base: Prof Selina Kikkenborg Berg and colleagues 
source_new: Prof Selina Kikkenborg Berg and colleagues "
"These findings add to different measures used in the recent ONS release, which found in children who met the UK CLoCK study definition for Long Covid, 28% had a probable mental disorder (compared to 12% who didn’t experience Long Covid).","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 12%
absolute_risk_new: 28%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Children without Long Covid
reference_class_description_new: Children with Long Covid
source_base: recent ONS release
source_new: recent ONS release"
"In this database, CP was diagnosed in 2 in 1000 births.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 2/1000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: in this database
source_new: null"
"By 2030, research from VUB and Save the Children suggests that 84% of children born in 2020 — around 101 million kids — will experience lifelong exposure to extreme heat.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 84%
absolute_risk_new: null
absolute_number_base: 101000000.0
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: children born globally in 2020
reference_class_description_new: null
source_base: research from VUB and Save the Children
source_new: null"
"90% of popular fruits and vegetables tested by federal agencies showed potentially harmful pesticide residues, according to the Environmental Working Group's 2025 Shopper's Guide to Pesticides in Produce, CNN reported.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 90%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: more than
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: popular fruits and vegetables 
reference_class_description_new: null
source_base: Environmental Working Group's 2025 Shopper's Guide to Pesticides in Produce, CNN
source_new: null"
"The health impacts of extreme heat are vast. During the 2022 heatwave, which lasted about 2 weeks, around 5,000 people over the age of 70 died prematurely.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 5000.0
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: over
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people over the age 70
reference_class_description_new: null
source_base: null
source_new: null"
"According to the German Weather Service (DWD), a severe weather warning is in place for 41 districts. The probability of flooding is 60%","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 60%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: 41 districts with severe weather warning
reference_class_description_new: null
source_base: German Weather Service (DWD)
source_new: null"
"According to EFSA, 12% of the fruit samples tested exceeded EU limits. There is no acute health risk, but long-term risks are unclear.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 12%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base:  fruit samples tested
reference_class_description_new: null
source_base: EFSA
source_new: null"
"In coastal Bangladesh, the probability of being displaced by flooding within a year is estimated at 2.3% among residents in low-lying areas.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 2,3%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: residents in low-lying areas in coastal Bangladesh
reference_class_description_new: null
source_base: null
source_new: null"
"In 2024, 112 heavy rain events were reported – 36 more than in 2023.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 112.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: 36.0
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: heavy rain events in 2023
reference_class_description_new: heavy rain events in 2024
source_base: null
source_new: null"
"In 2024, 1,450 hectares of forest burned, while in 2022 only 790 hectares burned – an increase of 660 hectares.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 790.0
absolute_number_new: 1450.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: 660.0
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: forests in 2022
reference_class_description_new: forests in 2024
source_base: null
source_new: null"
The probability of heavy rainfall like the flood was 4.5  times higher due to climate change than in a world without human influence.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 4.5
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: heavy rainfall events in world without human influence
reference_class_description_new: heavy rainfall events in world without human influence
source_base: null
source_new: null"
"According to a report by the European Environment Agency, approximately 1.5% of urban populations in southern Europe are currently affected by heatwaves annually. This number is expected to rise to 2.5% by 2030.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 1,5%
absolute_risk_new: 2,5%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 7.0
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: urban populations in southern Europe currently affected by heatwaves each year
reference_class_description_new: urban populations in southern Europe affected by heatwaves in 2030
source_base: null
source_new: null"
"In Frankfurt, a total of 34 hot days above 35°C were measured in 2024 – twice as many as the average for the years 1991-2020.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 34.0
absolute_risk_difference: null
relative_risk: 2.0
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: twice
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: average number of hot days above 35°C in Frankfurt for the years 1991-2020
reference_class_description_new: number of hot days above 35°C in Frankfurt in 2024
source_base: null
source_new: null"
"During the hot summer of 2024, there were 318 heat-related disruptions to rail traffic.
This number more than doubled compared to 2019 (143 cases).","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 143.0
absolute_number_new: 318.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more than doubled
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: heat-related disruptions to rail traffic in 2019
reference_class_description_new: heat related disruptions to rail traffic in 2024
source_base: null
source_new: null"
"In Belgium, 35 cases of storm surge were recorded in 2025—five more cases than in the previous year. This represents an increase of 16.7%.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 35.0
absolute_risk_difference: null
relative_risk: 1.167
absolute_number_difference: 5.0
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: recorded storm surges in Belgium in 2025
reference_class_description_new: recorded storm surges in Belgium in the previous year
source_base: null
source_new: null"
"In the Netherlands, 12% of the dike kilometers are currently considered critical.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 12%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: dike kilometers considered critical
reference_class_description_new: null
source_base: null
source_new: null"
"In Spain, 87 of the rivers were below critical low water levels.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 87.0
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: rivers in spain below critical low water levels
reference_class_description_new: null
source_base: null
source_new: null"
"In 2025, 91 major wildfires were recorded, compared to 28 wildfires in 2015.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 28.0
absolute_number_new: 91.0
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: major wildfire recorded in 2015
reference_class_description_new: major wildfire recorded in 2025
source_base: null
source_new: null"
"In flood-affected regions, the risk of death among children under 5 years of age was 2.1 times higher than in unaffected comparison regions","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 2.1
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: children under 5 years in unaffected comparison regions
reference_class_description_new: children under 5 years in flood-affected regions
source_base: null
source_new: null"
"In the Cologne region, the absolute risk that a household in a designated flood zone is affected at least once a year is 14%.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 14%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: housholds in a designated flood zone in the cologne region
reference_class_description_new: null
source_base: null
source_new: null"
"41% of irrigated arable land in Southern Europe is considered to be “at risk of flood stress” – in 2010, the figure was only 27%.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 27%
absolute_risk_new: 41%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: irrigated arable land in Southern Europe in 2010
reference_class_description_new: irrigated arable land in Southern Europe currently
source_base: null
source_new: null"
"In 2023, 1.9% of the total forest area was lost, compared to 2.5% in 2022. The decline thus amounts to 0.6 percentage points.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 2,50%
absolute_risk_new: 1,90%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 0.006
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: total forest area lost in 2022
reference_class_description_new: total forest area lost in 2023
source_base: null
source_new:  "
Sea levels are projected to rise by up to one meter by the end of the century if emissions continue at current rates. This poses a significant risk to coastal communities worldwide.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: significant risk 
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: coastal communities worldwide
reference_class_description_new: null
source_base: null
source_new: null"
"The conference on climate innovation will take place in Geneva this September, featuring experts from over 40 countries.","risk_communication: 0
unrelated_risks: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"Some weeks ago, the soil was significantly cleaner than it is now. ","risk_communication: 0
unrelated_risks: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"It is estimated that 80–90 percent of the methane from permafrost thaw may not reach the atmosphere immediately, depending on microbial activity and soil saturation — which complicates long-term projections.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 0,85
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: methane released from thawing permafrost that does not immediately reach the atmosphere
reference_class_description_new: null
source_base: null
source_new: null"
"If global warming continues, we might see more heatwaves, declining fish stocks, rising mental health issues in adolescents, and disruptions to international trade routes due to melting Arctic ice.","risk_communication: 1
unrelated_risks: 1.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"Experts warn that increasing wildfire frequency (up 150% in some regions), coastal property devaluation projected at $108 billion by 2100, a 12% rise in asthma cases among children, and the spread of invasive insect species across 30 new U.S. states are all potential outcomes of a warming planet — though regional variation remains high.","risk_communication: 1
unrelated_risks: 1.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
"The likelihood of extreme heatwaves in Southern Europe is now considered extremely high during summer months, especially compared to the early 2000s where it was considered as moderately low.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: considered as moderatly low
verbal_descriptor_new: considered extremly high
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: summer months in Southern Europe during the early 2000s
reference_class_description_new: summer months in Southern Europe in the present day
source_base: null
source_new: null"
"Geo-engineering will reduce the number of extreme storms by 20%. In 2024, 20678 of these events happened. ","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 20678.0
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.8
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: extreme storms in 2024
reference_class_description_new: extreme storms expected to occur with geo-engineering implementation
source_base: null
source_new: null"
"A lot of experts say that climate change is a hoax, according to the American President. ","risk_communication: 0
unrelated_risks: null
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: null
source_base: null
source_new: null"
Ecosystems are nearly six times less endangered since the EU voted for the anti-pesticide law in May 2023. ,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly six times less endangered
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: ecosystems before the EU anti-pesticide law in May 2023
reference_class_description_new: ecosystems after the EU anti-pesticide law in May 2023
source_base: null
source_new: null"
